id_municipio,SDG10_20_MINF_norm,SDG10_20_MINF_cor,SDG10_21_GRV_norm,SDG10_21_GRV_cor,SDG10_22_ADER_norm,SDG10_22_ADER_cor,SDG10_35_VLC_LGBT_norm,SDG10_35_VLC_LGBT_cor,SDG10_3_RZHOM_norm,SDG10_3_RZHOM_cor,SDG11_33_M_TRNS_norm,SDG11_33_M_TRNS_cor,SDG12_2_RSD_SLD_norm,SDG12_2_RSD_SLD_cor,SDG13_2_CO2_norm,SDG13_2_CO2_cor,SDG13_6_TRNS_SL_norm,SDG13_6_TRNS_SL_cor,SDG15_2_FLOR_norm,SDG15_2_FLOR_cor,SDG16_1_OB_HM_norm,SDG16_1_OB_HM_cor,SDG16_3_M_ARM_FG_norm,SDG16_3_M_ARM_FG_cor,SDG16_4_TX_HMC_norm,SDG16_4_TX_HMC_cor,SDG17_1_INVST_PB_norm,SDG17_1_INVST_PB_cor,SDG17_3_P_RC_TRB_norm,SDG17_3_P_RC_TRB_cor,SDG1_1_P_F_CU_norm,SDG1_1_P_F_CU_cor,SDG2_1_OBS_INF_norm,SDG2_1_OBS_INF_cor,SDG2_2_P_NV_BPN_norm,SDG2_2_P_NV_BPN_cor,SDG2_3_DSNT_INF_norm,SDG2_3_DSNT_INF_cor,SDG3_13_SCD_norm,SDG3_13_SCD_cor,SDG3_15_T_M_INF_norm,SDG3_15_T_M_INF_cor,SDG3_16_M_MAT_norm,SDG3_16_M_MAT_cor,SDG3_17_T_M_5A_norm,SDG3_17_T_M_5A_cor,SDG3_18_T_M_NT_norm,SDG3_18_T_M_NT_cor,SDG3_19_T_M_AIDS_norm,SDG3_19_T_M_AIDS_cor,SDG3_1_C_VCN_norm,SDG3_1_C_VCN_cor,SDG3_22_T_M_DC_norm,SDG3_22_T_M_DC_cor,SDG3_27_DSP_SAU_norm,SDG3_27_DSP_SAU_cor,SDG3_29_SF_norm,SDG3_29_SF_cor,SDG3_2_INC_DNG_norm,SDG3_2_INC_DNG_cor,SDG3_32_UBS_norm,SDG3_32_UBS_cor,SDG3_3_HPT_norm,SDG3_3_HPT_cor,SDG3_3_P_NV_7PN_norm,SDG3_3_P_NV_7PN_cor,SDG3_6_ID_MD_M_norm,SDG3_6_ID_MD_M_cor,SDG3_8_GRV_norm,SDG3_8_GRV_cor,SDG3_9_INC_TRB_norm,SDG3_9_INC_TRB_cor,SDG4_13_P_E_ACS_norm,SDG4_13_P_E_ACS_cor,SDG4_14B_P_E_AEE_norm,SDG4_14B_P_E_AEE_cor,SDG4_18_D_SUP_EI_norm,SDG4_18_D_SUP_EI_cor,SDG4_19_D_SUP_EF_norm,SDG4_19_D_SUP_EF_cor,SDG4_1_P_EF_INT_norm,SDG4_1_P_EF_INT_cor,SDG4_26_R_M_D_PE_norm,SDG4_26_R_M_D_PE_cor,SDG4_27_R_M_D_EF_norm,SDG4_27_R_M_D_EF_cor,SDG4_3_TDI_EF_RP_norm,SDG4_3_TDI_EF_RP_cor,SDG4_4_PCT_CRECHE_norm,SDG4_4_PCT_CRECHE_cor,SDG4_7_FR_E_4A17_AJ_norm,SDG4_7_FR_E_4A17_AJ_cor,SDG5_6_RND_GEN_norm,SDG5_6_RND_GEN_cor,SDG5_8_TX_FMNC_norm,SDG5_8_TX_FMNC_cor,SDG6_1_IN_DRSAI_norm,SDG6_1_IN_DRSAI_cor,SDG6_4_PRD_AG_norm,SDG6_4_PRD_AG_cor,SDG6_6_SERV_AG_norm,SDG6_6_SERV_AG_cor,SDG8_9_T_OCUP_FORM_norm,SDG8_9_T_OCUP_FORM_cor,SDG9_1_INFRA_norm,SDG9_1_INFRA_cor,SDG9_2_EMP_INT_norm,SDG9_2_EMP_INT_cor
4215109,0.1974,orange,0.191,green,0.2957,green,0.0,red,0.3426,green,0.1995,green,0.1214,red,0.0109,green,0.4647,red,0.0177,orange,0.0504,green,0.028,green,0.0789,green,0.1204,red,0.2031,yellow,0.6629,yellow,0.1867,orange,0.4956,orange,0.1369,green,0.4041,red,0.318,yellow,0.0,orange,0.4611,orange,0.2252,orange,0.3718,red,0.4362,yellow,0.6468,red,0.15,red,1.0,green,0.05,orange,0.2307,yellow,0.0744,yellow,0.1468,green,0.6622,green,0.2758,yellow,0.1088,orange,0.32,orange,0.1239,red,0.4992,red,0.5131,red,0.9353,yellow,0.2606,green,0.0569,yellow,0.2353,green,0.5648,green,0.6691,orange,0.3792,orange,0.1795,yellow,0.0159,orange,0.919,red,0.7013,yellow,0.3642,yellow,0.0982,red,0.1088,orange
4215208,0.1896,yellow,0.4306,red,0.4632,orange,0.0,red,0.4256,orange,0.1552,yellow,0.2282,yellow,0.1,red,0.1877,yellow,0.0315,yellow,0.0,green,0.074,yellow,0.0486,green,0.2021,yellow,0.0795,orange,0.5558,orange,0.4379,red,0.5891,red,0.2491,orange,0.3273,orange,0.1876,green,0.0,orange,0.1964,green,0.1467,yellow,0.0,green,0.5621,green,0.5873,red,0.3066,yellow,1.0,green,0.3035,red,0.0867,red,0.1238,orange,0.5208,red,0.7974,green,0.2801,yellow,0.0156,green,0.2079,red,0.2643,yellow,0.8063,yellow,0.8545,yellow,0.9137,orange,0.0413,red,0.023,red,0.4526,orange,0.2952,red,0.9866,green,0.3971,orange,0.0,green,0.0074,red,0.6794,red,0.3241,red,0.0224,red,0.161,orange,0.0837,orange
4215307,0.1591,green,0.5212,red,0.606,red,0.0,red,0.361,yellow,0.0771,red,0.1652,orange,0.0442,yellow,0.3563,red,0.0244,orange,0.0659,green,0.0467,yellow,0.123,yellow,0.2825,yellow,0.1244,orange,0.508,red,0.0886,green,0.5278,red,0.0832,green,0.4796,red,0.3825,orange,0.0,orange,0.4365,orange,0.1738,yellow,0.4963,red,0.4788,yellow,0.4773,orange,0.2363,orange,1.0,green,0.0096,yellow,0.2689,green,0.0785,yellow,0.2339,yellow,0.4313,orange,0.2698,yellow,0.0392,green,0.3395,orange,0.2587,yellow,0.6916,orange,0.626,red,0.9223,yellow,0.221,yellow,0.0456,yellow,0.0238,green,0.5104,yellow,0.8927,yellow,0.3399,red,0.2734,orange,0.0416,yellow,0.661,orange,0.7152,yellow,0.4593,yellow,0.2252,yellow,0.1258,orange
4215356,0.0782,green,0.2113,green,0.9433,red,0.0,red,0.4088,yellow,0.0668,red,0.072,red,0.0878,orange,0.1785,yellow,0.0229,orange,0.1344,yellow,0.2897,red,0.2507,orange,0.2614,yellow,0.0751,orange,0.5549,orange,0.0109,green,0.5505,red,0.2874,orange,0.2415,yellow,0.6136,red,0.0,orange,0.6422,red,0.2395,orange,0.0,green,0.444,yellow,0.3517,yellow,0.3309,yellow,0.8816,orange,0.0665,orange,0.1324,orange,0.1238,orange,0.2064,yellow,0.5488,yellow,0.5502,red,0.0198,green,0.457,yellow,0.0334,red,0.6611,red,0.7139,orange,0.9334,yellow,0.1454,yellow,0.0038,red,0.5491,red,0.2848,red,0.9768,green,0.4998,yellow,0.3101,red,0.0953,green,0.7044,red,0.4367,orange,0.1251,red,0.2765,green,0.0382,red
4215406,0.292,red,0.306,yellow,0.4082,orange,0.0,red,0.4108,yellow,0.088,orange,0.1077,red,0.0459,yellow,0.1243,green,0.0273,yellow,0.0508,green,0.0,green,0.1494,yellow,0.2346,yellow,0.0515,red,0.5404,orange,0.0855,green,0.5542,red,0.4992,red,0.3079,orange,0.5617,red,0.0,orange,0.7823,red,0.1557,yellow,0.1315,yellow,0.5661,green,0.2406,green,0.3154,yellow,1.0,green,0.0057,yellow,0.0954,red,0.1,yellow,0.067,green,0.415,red,0.3564,orange,0.049,green,0.8091,green,0.3126,green,0.8837,yellow,1.0,green,0.9612,green,0.4096,green,0.0605,yellow,0.3015,yellow,0.7095,green,0.8,orange,0.3038,red,0.3772,red,0.1961,green,0.6573,orange,0.8712,green,0.6245,green,0.1426,orange,0.0689,red
4215455,0.1952,orange,0.3649,orange,0.4233,orange,0.0,red,0.5449,red,0.183,yellow,0.1207,red,0.026,yellow,0.2349,orange,0.0017,red,0.0804,yellow,0.1171,orange,0.096,yellow,0.1732,orange,0.083,orange,0.7601,green,0.1378,yellow,0.3431,green,0.4862,red,0.2725,orange,0.4538,red,0.1146,red,0.5371,red,0.1715,yellow,0.1015,yellow,0.2566,red,0.2679,yellow,0.1062,red,0.9859,orange,0.0039,green,0.2464,yellow,0.1079,yellow,0.5846,red,0.1246,red,0.4298,orange,0.16,orange,0.4062,yellow,0.2021,yellow,0.5712,red,0.8039,yellow,0.9068,orange,0.1222,orange,0.3899,green,0.6778,red,0.2214,red,0.483,red,0.2738,red,0.2494,orange,0.0454,yellow,0.3694,green,0.402,red,0.636,green,0.1799,yellow,0.6022,green
4215505,0.286,red,0.2972,yellow,0.365,yellow,0.0,red,0.3779,yellow,0.2268,green,0.1536,orange,0.0692,orange,0.306,red,0.0587,green,0.2724,red,0.305,red,0.3857,red,0.215,yellow,0.2635,green,0.8549,green,0.1196,yellow,0.5206,orange,0.1966,yellow,0.267,yellow,0.606,red,0.164,red,0.5872,red,0.3089,red,0.5405,red,0.3122,orange,0.5512,red,0.1675,red,0.0,red,0.003,green,0.2196,yellow,0.0287,green,0.5173,red,0.1645,red,0.8223,red,0.0676,yellow,0.2226,red,0.2229,yellow,0.0,red,0.3702,red,0.76,red,0.1349,orange,0.0223,red,0.4222,orange,0.1905,red,0.6701,orange,0.4256,orange,0.3326,red,0.0213,orange,0.6395,orange,0.8735,green,0.4968,yellow,0.1928,yellow,0.1462,orange
4215554,0.1176,green,0.4584,red,0.2974,green,0.0938,red,0.4073,yellow,0.0847,orange,0.4833,green,0.0943,red,0.3467,red,0.0314,yellow,0.0,green,0.0,green,0.0,green,0.4052,green,0.026,red,0.1346,red,0.0766,green,0.168,green,0.5484,red,0.3106,orange,0.4381,orange,0.0,orange,0.4585,orange,0.3425,red,0.0,green,0.5729,green,0.4095,orange,0.5609,green,1.0,green,0.4116,red,0.2594,yellow,0.4439,red,0.2055,green,0.6511,green,0.2976,yellow,0.0632,yellow,0.73,green,0.0959,red,0.8952,green,0.8251,yellow,1.0,green,0.1557,yellow,0.0397,orange,0.1031,green,0.5825,green,0.9972,green,0.7088,green,0.1355,green,0.0792,green,0.2604,green,0.7981,yellow,0.2587,orange,0.2391,yellow,0.0523,red
4215604,0.2348,red,1.0,red,0.8472,red,0.0,red,0.7833,red,0.0139,red,0.2553,yellow,0.098,red,0.1305,green,0.1396,green,0.0,green,0.0,green,0.0,green,0.2496,yellow,0.016,red,0.5206,red,0.1235,yellow,0.3559,green,0.033,green,1.0,red,0.434,orange,0.0,orange,0.2868,green,0.2143,orange,0.0,green,0.3777,orange,0.4425,orange,0.6032,green,1.0,green,0.0121,yellow,0.2874,green,0.0621,green,0.2424,yellow,0.728,green,0.0522,green,0.1399,orange,0.6239,green,0.3662,green,0.8794,yellow,0.8224,yellow,0.9482,green,0.1174,orange,0.0892,green,0.011,green,0.796,green,0.9563,yellow,0.8047,green,0.0,green,0.1557,green,0.5078,yellow,0.1877,red,0.2107,orange,0.0909,red,0.1533,yellow
4215653,0.3312,red,0.2864,green,0.3771,yellow,0.0,red,0.3681,yellow,0.1227,orange,0.2641,green,0.0293,yellow,0.1277,green,0.0111,orange,0.2633,red,0.2931,red,0.2441,orange,0.2951,yellow,0.0803,orange,0.7754,green,0.6918,red,0.433,orange,0.2791,orange,0.2439,yellow,0.3989,orange,0.0,orange,0.3765,yellow,0.2585,orange,0.1514,yellow,0.1189,red,0.5381,red,0.121,red,1.0,green,0.0037,green,0.2768,green,0.1226,orange,0.4578,red,0.4945,orange,0.273,yellow,0.2066,red,0.3555,orange,0.1447,orange,0.4177,red,0.6724,red,0.8591,red,0.05,red,0.0186,red,0.6082,red,0.5138,yellow,0.9627,green,0.4923,yellow,0.0351,green,0.0146,orange,0.3844,green,0.6756,orange,0.1434,red,0.3351,green,0.1051,orange
4215679,0.1821,yellow,0.27,green,0.3872,yellow,0.0,red,0.499,red,0.0451,red,0.1245,red,0.1373,red,0.544,red,0.1269,green,0.2118,red,0.2468,red,0.2687,orange,0.0541,red,0.0562,red,0.7436,green,0.2068,orange,0.2037,green,0.2499,orange,0.2786,orange,0.2623,green,0.0,orange,0.2176,green,0.0665,green,0.15,yellow,0.5551,green,0.321,yellow,0.1155,red,0.851,red,0.0031,green,0.1954,orange,0.015,green,0.2507,yellow,0.3926,red,0.2545,yellow,0.0362,green,0.3392,orange,0.2066,yellow,0.7074,orange,0.6372,red,0.931,yellow,0.1394,yellow,0.0424,yellow,0.0216,green,0.2403,red,0.69,orange,0.389,orange,0.2159,yellow,0.0204,orange,0.4774,yellow,0.0792,red,0.0418,red,0.0491,red,0.0801,orange
4215687,0.1524,green,0.1875,green,0.3483,yellow,0.0,red,0.3355,green,0.1408,yellow,0.3602,green,0.0914,red,0.1379,yellow,0.0338,yellow,0.0858,yellow,0.0,green,0.0881,green,0.3275,green,0.0152,red,0.6042,orange,0.065,green,0.2988,green,0.056,green,0.085,green,0.6401,red,0.0,orange,0.6699,red,0.6204,red,0.2595,orange,0.464,yellow,0.6037,red,0.5118,green,1.0,green,0.4757,red,0.2319,yellow,0.4951,red,0.2055,yellow,0.5763,yellow,0.3771,orange,0.0301,green,0.2123,red,0.2443,yellow,0.6582,red,0.7201,orange,0.9334,yellow,0.1115,orange,0.0963,green,0.4028,orange,0.1629,red,0.9807,green,0.7786,green,0.2311,yellow,0.0211,orange,0.6091,orange,0.3894,red,0.0807,red,0.2455,yellow,0.064,red
4215695,0.4403,red,0.5978,red,0.3066,yellow,0.0,red,0.4629,orange,0.1177,orange,0.1295,red,0.1085,red,0.1312,green,0.0265,yellow,0.0,green,0.0,green,0.0,green,0.5241,green,0.0221,red,0.286,red,0.2279,orange,0.3539,green,0.091,green,0.1721,green,0.2398,green,0.0,orange,0.251,green,0.0,green,0.0,green,0.6095,green,0.4433,orange,1.0,green,0.8117,red,0.2923,red,0.4774,green,0.6766,red,0.534,red,0.5064,orange,0.2297,green,0.0,green,1.0,green,0.3562,green,0.7485,orange,0.7421,orange,0.9482,green,0.1035,orange,0.086,green,0.2283,green,0.6876,green,1.0,green,0.331,red,0.0,green,0.1264,green,0.3994,green,0.8597,yellow,0.2295,orange,0.3484,green,0.0606,red
4215703,0.2992,red,0.3479,yellow,0.4535,orange,0.6368,red,0.4429,orange,0.1285,orange,0.2156,yellow,0.0129,green,0.0602,green,0.0285,yellow,0.1531,orange,0.1474,orange,0.1865,orange,0.1608,orange,0.2917,green,0.6388,orange,0.0591,green,0.2765,green,0.0808,green,0.1806,green,0.1764,green,0.0,orange,0.2335,green,0.1313,green,0.4231,red,0.3225,orange,0.4624,orange,0.1627,red,1.0,green,0.0915,orange,0.106,red,0.1681,orange,0.3245,orange,0.6032,yellow,0.1968,green,0.2288,red,0.2762,orange,0.2178,yellow,0.8392,yellow,0.6692,red,0.8976,orange,0.1373,yellow,0.0233,orange,0.5513,red,0.5529,green,0.8941,yellow,0.4863,yellow,0.2426,orange,0.0147,orange,0.5168,yellow,0.8482,yellow,0.3929,yellow,0.1401,orange,0.2197,yellow
4215752,0.1487,green,0.1255,green,0.4644,orange,0.0,red,0.5641,red,0.0073,red,0.3284,green,0.1122,red,0.1439,yellow,0.036,yellow,0.0,green,0.2661,red,0.2707,red,0.3287,green,0.0283,red,0.7923,green,0.0643,green,0.3626,yellow,0.0839,green,0.0908,green,0.2604,green,0.0,orange,0.3906,orange,0.2036,orange,0.0,green,0.6427,green,0.3608,yellow,0.6062,green,1.0,green,0.1387,orange,0.237,yellow,0.1068,yellow,0.128,green,0.5539,yellow,0.5803,red,0.0,green,0.7377,green,0.263,yellow,0.5739,red,0.8477,yellow,0.9482,green,0.1329,orange,0.0883,green,0.3821,yellow,0.455,yellow,0.9927,green,0.6318,green,0.2396,orange,0.2074,green,0.3451,green,0.3453,red,0.1855,red,0.1212,orange,0.1033,orange
4215802,0.2353,red,0.3433,yellow,0.3295,yellow,0.0,red,0.436,orange,0.0985,orange,0.1375,red,0.0062,green,0.4071,red,0.0097,red,0.113,yellow,0.0683,yellow,0.1322,yellow,0.0876,red,0.2738,green,0.6418,orange,0.0756,green,0.4421,orange,0.132,green,0.2077,yellow,0.3073,yellow,0.1221,red,0.3222,yellow,0.1362,green,0.1951,orange,0.394,orange,0.1927,green,0.1844,orange,0.2082,red,0.012,yellow,0.0534,red,0.0875,yellow,0.1545,green,0.4226,orange,0.2787,yellow,0.0901,yellow,0.4737,yellow,0.1958,orange,0.8828,yellow,0.9227,green,0.9258,yellow,0.0982,orange,0.0585,yellow,0.0648,green,0.5004,yellow,0.5713,red,0.2646,red,0.1174,green,0.01,red,0.6369,orange,0.9723,green,0.6043,green,0.2256,yellow,0.4248,green
4215901,0.0767,green,0.2228,green,0.5077,red,0.072,red,0.2415,green,0.2148,green,0.1058,red,0.0969,red,0.0701,green,0.2872,green,0.1098,yellow,0.0,green,0.0833,green,0.3454,green,0.0467,red,0.8331,green,0.1634,orange,0.525,red,0.3813,red,0.6321,red,0.5647,red,0.7333,red,0.4762,orange,0.3558,red,0.0,green,0.3892,orange,0.8907,red,0.4724,green,1.0,green,0.0164,yellow,0.2955,green,0.0,green,0.3262,orange,0.844,green,0.2832,yellow,0.0,green,0.2093,red,0.2125,yellow,0.8772,yellow,0.8536,yellow,0.9741,green,0.0109,red,0.0,red,0.1604,green,0.2719,red,0.9866,green,0.6287,green,0.1067,green,1.0,green,0.4777,yellow,0.1679,red,0.2149,orange,0.8798,green,0.0678,red
4216008,0.1726,yellow,0.3616,orange,0.525,red,0.0,red,0.3645,yellow,0.1094,orange,0.1585,orange,0.0652,orange,0.3244,red,0.0098,red,0.0662,green,0.0652,yellow,0.0848,green,0.1315,orange,0.1703,yellow,0.6746,yellow,0.3759,red,0.5095,orange,0.2929,orange,0.5276,red,0.2987,yellow,0.0,orange,0.3139,yellow,0.1303,green,0.171,yellow,0.3884,orange,0.3859,orange,0.2359,orange,0.9729,orange,0.4855,red,0.2076,yellow,0.1862,orange,0.2361,yellow,0.6496,green,0.25,yellow,0.0827,yellow,0.4767,yellow,0.2996,green,0.5236,red,0.8042,yellow,0.9223,yellow,0.4445,green,0.2332,green,0.5439,orange,0.4361,yellow,0.5976,red,0.4103,orange,0.2108,yellow,0.2483,green,0.4973,yellow,0.7568,yellow,0.366,yellow,0.1085,red,0.1814,yellow
4216057,0.2328,orange,0.2967,yellow,0.4727,orange,0.0,red,0.2059,green,0.6271,green,0.0752,red,0.0776,orange,0.3012,red,0.0635,green,0.3473,red,0.439,red,0.5892,red,0.1551,orange,0.1864,yellow,0.704,yellow,0.095,yellow,0.5828,red,0.1826,yellow,0.4412,red,0.3134,yellow,0.0,orange,0.4942,red,0.242,orange,0.3457,red,0.2984,red,0.3129,yellow,0.2547,yellow,0.9508,orange,0.0025,green,0.2191,yellow,0.2777,red,0.3764,orange,0.077,red,0.6786,red,0.3707,red,0.423,yellow,0.3024,green,0.5069,red,0.6248,red,0.9482,green,0.1606,yellow,0.0177,red,0.7774,red,0.4295,yellow,0.5328,red,0.297,red,0.1287,green,0.0209,orange,0.5613,yellow,0.7331,yellow,0.4279,yellow,0.2785,green,0.0387,red
4216107,0.1299,green,0.4004,orange,0.341,yellow,0.0,red,0.3704,yellow,0.0859,orange,0.2289,yellow,0.0473,yellow,0.0741,green,0.0165,orange,0.1986,orange,0.1888,orange,0.2229,orange,0.2256,yellow,0.0818,orange,0.6451,yellow,0.1694,orange,0.5673,red,0.3234,orange,0.276,orange,0.3791,orange,0.2115,red,0.4276,orange,0.2785,red,0.1354,yellow,0.4268,yellow,0.3836,orange,0.2452,orange,0.9493,orange,0.1664,orange,0.2388,yellow,0.1122,yellow,0.2161,yellow,0.5804,yellow,0.4393,red,0.04,green,0.3589,orange,0.1582,orange,0.6518,red,0.7692,orange,0.9153,orange,0.2522,green,0.0667,yellow,0.0908,green,0.4215,orange,0.8134,orange,0.3707,orange,0.4052,red,0.0055,red,0.5454,yellow,0.776,yellow,0.2105,orange,0.3554,green,0.1498,orange
4216206,0.1962,orange,0.3219,yellow,0.2222,green,0.0,red,0.495,red,0.1321,yellow,0.3387,green,0.0066,green,0.0519,green,0.0133,orange,0.7094,red,0.8086,red,0.7447,red,0.035,red,0.4781,green,0.6152,orange,0.1301,yellow,0.4474,orange,0.3233,orange,0.1461,green,0.4218,orange,0.0316,orange,0.4546,orange,0.2097,orange,0.5584,red,0.1835,red,0.4364,orange,0.256,yellow,0.7153,red,0.4753,red,0.1475,orange,0.1578,orange,0.5882,red,0.3625,red,0.4085,orange,0.3525,red,0.2076,red,0.2269,yellow,0.7148,orange,0.6577,red,0.8037,red,0.0947,orange,0.0286,orange,0.6567,red,0.4242,orange,0.6177,red,0.0,red,0.2202,yellow,0.0109,red,0.5106,yellow,0.9334,green,0.3655,yellow,0.0441,red,0.2492,yellow
4216255,0.1711,yellow,0.3981,orange,0.477,orange,0.0,red,0.6784,red,0.0966,orange,0.178,orange,0.1016,red,0.288,orange,0.0233,orange,0.0,green,0.0,green,0.0,green,0.2751,yellow,0.1515,yellow,0.3251,red,0.0469,green,0.3288,green,0.0832,green,0.8014,red,0.2476,green,0.0,orange,0.2592,green,0.0417,green,0.0,green,0.6705,green,0.4181,orange,0.2352,orange,1.0,green,0.2493,red,0.0977,red,0.073,yellow,0.0508,green,0.802,green,0.0,green,0.0349,green,0.5868,green,0.6512,green,0.89,green,0.875,green,0.8861,red,0.3169,green,0.0088,red,0.1847,green,0.462,yellow,0.9815,green,0.3897,orange,0.1427,green,0.1074,green,0.3472,green,0.6253,orange,0.3175,orange,0.1899,yellow,0.0811,orange
4216305,0.2098,orange,0.366,orange,0.4804,orange,0.0056,red,0.4838,orange,0.1,orange,0.2618,yellow,0.0062,green,0.2557,orange,0.0088,red,0.1847,orange,0.2711,red,0.2385,orange,0.1156,red,0.2029,yellow,0.5296,orange,0.3047,red,0.3306,green,0.3345,orange,0.1291,green,0.343,orange,0.0473,orange,0.3598,yellow,0.1914,yellow,0.1643,yellow,0.3151,orange,0.0,green,0.1205,red,0.796,red,0.1226,orange,0.1125,red,0.086,yellow,0.7803,red,0.3548,red,0.3352,orange,0.2167,red,0.2392,red,0.1045,red,0.3721,red,0.4416,red,0.908,orange,0.0773,red,0.0734,yellow,0.5183,orange,0.3423,orange,0.0594,red,0.5354,green,0.1129,green,0.0187,orange,0.7554,red,0.9,green,0.4319,yellow,0.3392,green,0.2167,yellow
4216354,0.1885,yellow,0.364,orange,0.8306,red,0.0,red,0.328,green,0.2607,green,0.1452,orange,0.1036,red,0.948,red,0.0351,yellow,0.1163,yellow,0.192,orange,0.126,yellow,0.3504,green,0.0666,orange,0.5904,orange,0.1676,orange,0.361,yellow,0.0943,green,0.3521,orange,0.1965,green,0.0,orange,0.4127,orange,0.101,green,0.0,green,0.756,green,0.2429,yellow,0.3986,yellow,0.9319,orange,0.0335,orange,0.6989,green,0.1088,yellow,0.0164,green,0.4221,orange,0.2607,yellow,0.1207,orange,0.3674,orange,0.3457,green,0.8006,yellow,0.7665,orange,0.9482,green,0.0654,red,0.0156,red,0.5765,red,0.344,orange,0.9629,green,0.5227,yellow,0.2496,orange,0.0014,red,0.4485,yellow,0.4172,red,0.6138,green,0.1331,orange,0.0895,orange
4216404,0.1696,yellow,0.3858,orange,0.4437,orange,0.0,red,0.352,yellow,0.0654,red,0.1941,yellow,0.0578,orange,0.0321,green,0.0099,red,0.1005,yellow,0.0899,yellow,0.1183,yellow,0.3245,yellow,0.0562,red,0.7512,green,0.1941,orange,0.3139,green,0.2059,yellow,0.2986,orange,0.3262,yellow,0.0,orange,0.31,yellow,0.201,orange,0.2591,orange,0.5645,green,0.4206,orange,0.1782,orange,1.0,green,0.0041,green,0.3139,green,0.088,yellow,0.7573,red,0.5814,yellow,0.3263,yellow,0.1738,red,0.5278,green,0.2598,yellow,0.622,red,0.7363,orange,0.8506,red,0.1986,yellow,0.0234,orange,0.5297,orange,0.3968,orange,0.9188,yellow,0.5267,yellow,0.3143,red,0.0424,yellow,0.5516,yellow,0.0003,red,0.1595,red,0.0899,red,0.081,orange
4216503,0.1958,orange,0.3758,orange,0.2748,green,0.0,red,0.4167,orange,0.0982,orange,0.1272,red,0.0544,orange,0.0932,green,0.1683,green,0.3433,red,0.2293,red,0.3354,red,0.0414,red,0.1907,yellow,0.6722,yellow,0.3101,red,0.6336,red,0.3826,red,0.474,red,0.6031,red,0.1229,red,0.6263,red,0.4128,red,0.3095,orange,0.3905,orange,0.577,red,0.0748,red,0.4728,red,0.0012,green,0.1017,red,0.0797,yellow,0.4069,orange,0.4005,red,0.6036,red,0.1236,orange,0.2721,orange,0.187,orange,0.6396,red,0.6089,red,0.8409,red,0.0189,red,0.0157,red,0.6311,red,0.2858,red,0.2183,red,0.4791,yellow,0.1998,yellow,0.0604,yellow,0.6194,orange,0.7599,yellow,0.4268,yellow,0.1137,red,0.1706,yellow
4216602,0.2415,red,0.3587,orange,0.3835,yellow,0.0813,red,0.5031,red,0.1302,yellow,0.2079,yellow,0.0015,green,0.0866,green,0.0002,red,0.2349,red,0.2657,red,0.2554,orange,0.0438,red,0.6177,green,0.7847,green,0.0871,green,0.4359,orange,0.1649,yellow,0.1533,green,0.2856,yellow,0.0602,orange,0.3125,yellow,0.1621,yellow,0.6388,red,0.1842,red,0.2418,green,0.0829,red,0.5598,red,0.238,red,0.0063,red,0.2026,orange,0.3525,orange,0.4357,orange,0.2219,green,0.3073,red,0.5375,green,0.1173,red,0.8058,yellow,0.8339,yellow,0.9229,yellow,0.1948,yellow,0.069,yellow,0.7069,red,0.3261,orange,0.118,red,0.3353,red,0.1815,yellow,0.0102,red,0.6035,orange,0.8692,green,0.8112,green,0.1545,orange,0.3847,green
4216701,0.1717,yellow,0.431,red,0.4277,orange,0.0,red,0.3916,yellow,0.0543,red,0.3597,green,0.0539,orange,0.1916,yellow,0.0115,orange,0.1319,yellow,0.1021,yellow,0.1685,yellow,0.1131,red,0.1817,yellow,0.6711,yellow,0.1785,orange,0.3855,yellow,0.1528,green,0.5138,red,0.2898,yellow,0.0,orange,0.3762,yellow,0.1746,yellow,0.0435,yellow,0.428,yellow,0.3324,yellow,0.1899,orange,1.0,green,0.4244,red,0.1732,orange,0.5807,red,0.1935,green,0.6317,green,0.3074,yellow,0.0533,yellow,0.2804,orange,0.2141,yellow,0.6412,red,0.7433,orange,0.9379,yellow,0.0813,red,0.0176,red,0.3539,yellow,0.5354,yellow,0.9333,yellow,0.581,green,0.253,orange,0.0372,yellow,0.5629,yellow,0.7705,yellow,0.3242,orange,0.1335,orange,0.2357,yellow
4216800,0.1491,green,0.3959,orange,0.2012,green,0.0,red,0.6444,red,0.3899,green,0.0763,red,0.1503,red,0.3231,red,0.1003,green,0.1977,orange,0.2901,red,0.246,orange,0.1906,orange,0.1302,orange,0.8568,green,0.4082,red,0.3839,yellow,0.3122,orange,0.3494,orange,0.7795,red,0.0,orange,0.6045,red,0.2446,orange,0.1447,yellow,0.3061,orange,0.5875,red,0.1004,red,0.5092,red,0.0017,green,0.1001,red,0.031,green,0.4133,orange,0.5535,yellow,0.5191,red,0.0515,yellow,0.0399,red,0.0857,red,0.9824,green,0.8959,green,0.0,red,0.0301,red,0.0019,red,0.8096,red,0.1326,red,0.9452,yellow,0.6313,green,0.4976,red,0.0084,red,0.6173,orange,0.2106,red,0.0526,red,0.1073,red,0.3899,green
