id_municipio,SDG10_20_MINF_norm,SDG10_20_MINF_cor,SDG10_21_GRV_norm,SDG10_21_GRV_cor,SDG10_22_ADER_norm,SDG10_22_ADER_cor,SDG10_35_VLC_LGBT_norm,SDG10_35_VLC_LGBT_cor,SDG10_3_RZHOM_norm,SDG10_3_RZHOM_cor,SDG11_33_M_TRNS_norm,SDG11_33_M_TRNS_cor,SDG12_2_RSD_SLD_norm,SDG12_2_RSD_SLD_cor,SDG13_2_CO2_norm,SDG13_2_CO2_cor,SDG13_6_TRNS_SL_norm,SDG13_6_TRNS_SL_cor,SDG15_2_FLOR_norm,SDG15_2_FLOR_cor,SDG16_1_OB_HM_norm,SDG16_1_OB_HM_cor,SDG16_3_M_ARM_FG_norm,SDG16_3_M_ARM_FG_cor,SDG16_4_TX_HMC_norm,SDG16_4_TX_HMC_cor,SDG17_1_INVST_PB_norm,SDG17_1_INVST_PB_cor,SDG17_3_P_RC_TRB_norm,SDG17_3_P_RC_TRB_cor,SDG1_1_P_F_CU_norm,SDG1_1_P_F_CU_cor,SDG2_1_OBS_INF_norm,SDG2_1_OBS_INF_cor,SDG2_2_P_NV_BPN_norm,SDG2_2_P_NV_BPN_cor,SDG2_3_DSNT_INF_norm,SDG2_3_DSNT_INF_cor,SDG3_13_SCD_norm,SDG3_13_SCD_cor,SDG3_15_T_M_INF_norm,SDG3_15_T_M_INF_cor,SDG3_16_M_MAT_norm,SDG3_16_M_MAT_cor,SDG3_17_T_M_5A_norm,SDG3_17_T_M_5A_cor,SDG3_18_T_M_NT_norm,SDG3_18_T_M_NT_cor,SDG3_19_T_M_AIDS_norm,SDG3_19_T_M_AIDS_cor,SDG3_1_C_VCN_norm,SDG3_1_C_VCN_cor,SDG3_22_T_M_DC_norm,SDG3_22_T_M_DC_cor,SDG3_27_DSP_SAU_norm,SDG3_27_DSP_SAU_cor,SDG3_29_SF_norm,SDG3_29_SF_cor,SDG3_2_INC_DNG_norm,SDG3_2_INC_DNG_cor,SDG3_32_UBS_norm,SDG3_32_UBS_cor,SDG3_3_HPT_norm,SDG3_3_HPT_cor,SDG3_3_P_NV_7PN_norm,SDG3_3_P_NV_7PN_cor,SDG3_6_ID_MD_M_norm,SDG3_6_ID_MD_M_cor,SDG3_8_GRV_norm,SDG3_8_GRV_cor,SDG3_9_INC_TRB_norm,SDG3_9_INC_TRB_cor,SDG4_13_P_E_ACS_norm,SDG4_13_P_E_ACS_cor,SDG4_14B_P_E_AEE_norm,SDG4_14B_P_E_AEE_cor,SDG4_18_D_SUP_EI_norm,SDG4_18_D_SUP_EI_cor,SDG4_19_D_SUP_EF_norm,SDG4_19_D_SUP_EF_cor,SDG4_1_P_EF_INT_norm,SDG4_1_P_EF_INT_cor,SDG4_26_R_M_D_PE_norm,SDG4_26_R_M_D_PE_cor,SDG4_27_R_M_D_EF_norm,SDG4_27_R_M_D_EF_cor,SDG4_3_TDI_EF_RP_norm,SDG4_3_TDI_EF_RP_cor,SDG4_4_PCT_CRECHE_norm,SDG4_4_PCT_CRECHE_cor,SDG4_7_FR_E_4A17_AJ_norm,SDG4_7_FR_E_4A17_AJ_cor,SDG5_6_RND_GEN_norm,SDG5_6_RND_GEN_cor,SDG5_8_TX_FMNC_norm,SDG5_8_TX_FMNC_cor,SDG6_1_IN_DRSAI_norm,SDG6_1_IN_DRSAI_cor,SDG6_4_PRD_AG_norm,SDG6_4_PRD_AG_cor,SDG6_6_SERV_AG_norm,SDG6_6_SERV_AG_cor,SDG8_9_T_OCUP_FORM_norm,SDG8_9_T_OCUP_FORM_cor,SDG9_1_INFRA_norm,SDG9_1_INFRA_cor,SDG9_2_EMP_INT_norm,SDG9_2_EMP_INT_cor
4200051,0.1575,green,0.1537,green,0.4611,orange,0.0,red,0.6473,red,0.0412,red,0.1579,orange,0.119,red,0.2814,orange,0.073,green,0.1992,orange,0.2787,red,0.1829,orange,0.7729,green,0.108,orange,0.5132,red,0.1311,yellow,0.4581,orange,0.1662,yellow,0.0869,green,0.27,yellow,0.0,orange,0.2826,green,0.1111,green,0.4866,red,0.1451,red,0.2519,yellow,0.5762,green,1.0,green,0.0043,green,0.2227,yellow,0.0,green,0.6242,red,0.6726,green,0.4835,red,0.0866,yellow,0.6567,green,0.0,red,1.0,green,0.8671,green,0.8343,red,0.2294,green,0.0288,orange,0.5059,orange,0.4748,yellow,0.9693,green,0.2323,red,0.2343,orange,0.0222,orange,0.3286,green,0.9435,green,0.3246,orange,0.5409,green,0.3264,green
4200101,0.1621,yellow,0.3488,yellow,0.2627,green,0.0,red,0.3369,green,0.1113,orange,0.3161,green,0.0621,orange,0.0836,green,0.0384,yellow,0.3233,red,0.2622,red,0.3958,red,0.1024,red,0.1438,yellow,0.6905,yellow,0.2142,orange,0.5747,red,0.3763,red,0.2286,yellow,0.465,red,0.3721,red,0.5566,red,0.2961,red,0.1782,yellow,0.2575,red,0.1921,green,0.2101,orange,1.0,green,0.1939,orange,0.195,orange,0.1634,orange,0.3839,orange,0.2932,red,0.5543,red,0.0967,orange,0.3213,orange,0.0543,red,0.6245,red,0.5669,red,0.8806,red,0.0837,red,0.0583,yellow,0.3715,yellow,0.1921,red,0.7538,orange,0.4407,yellow,0.262,orange,0.1124,green,0.5909,orange,0.6252,orange,0.4202,yellow,0.1461,orange,0.1567,yellow
4200200,0.1656,yellow,0.4272,red,0.3531,yellow,0.0,red,0.4759,orange,0.1529,yellow,0.1046,red,0.0323,yellow,0.3028,red,0.0194,orange,0.1342,yellow,0.2304,red,0.2175,orange,0.1118,red,0.1997,yellow,0.5999,orange,0.0945,yellow,0.2661,green,0.2785,orange,0.3615,orange,0.3277,yellow,0.3368,red,0.3671,yellow,0.1613,yellow,0.2328,orange,0.4403,yellow,0.46,orange,0.1819,orange,1.0,green,0.0049,yellow,0.2,yellow,0.0239,green,0.4276,orange,0.4388,orange,0.263,yellow,0.04,green,0.3644,orange,0.2221,yellow,0.7688,orange,0.5598,red,0.9044,orange,0.2596,green,0.0437,yellow,0.3182,yellow,0.4786,yellow,0.7683,orange,0.3064,red,0.4406,red,0.0243,orange,0.7341,red,0.7791,yellow,0.5085,green,0.2761,green,0.2287,yellow
4200309,0.2235,orange,0.4518,red,0.4922,orange,0.0,red,0.2921,green,0.4456,green,0.2435,yellow,0.0462,yellow,0.4975,red,0.0175,orange,0.0,green,0.0,green,0.0,green,0.2561,yellow,0.1533,yellow,0.604,orange,0.0135,green,0.2786,green,0.0649,green,0.3703,red,0.1063,green,0.275,red,0.1119,green,0.0,green,0.2288,orange,0.7753,green,0.2939,yellow,0.1556,red,0.8621,orange,0.0153,yellow,0.1294,orange,0.1082,yellow,0.2131,yellow,0.4644,orange,0.2655,yellow,0.0,green,0.1487,red,0.1392,orange,0.9153,green,0.698,orange,0.9029,orange,0.1164,orange,0.0609,yellow,0.4557,orange,0.3221,red,0.701,orange,0.5759,green,0.0,green,0.0048,red,0.9374,red,0.4538,orange,0.2702,orange,0.0926,red,0.4377,green
4200408,0.2108,orange,0.3791,orange,0.3558,yellow,0.0,red,0.4805,orange,0.5462,green,0.3398,green,0.1875,red,0.1419,yellow,0.154,green,0.1098,yellow,0.1599,orange,0.1378,yellow,0.2409,yellow,0.1269,orange,0.5142,red,0.0647,green,0.4167,yellow,0.2192,yellow,0.3358,orange,0.4132,orange,0.0,orange,0.5092,red,0.2589,red,0.1763,yellow,0.3988,orange,0.3549,yellow,0.353,yellow,1.0,green,0.0077,yellow,0.2597,yellow,0.0953,yellow,0.4878,red,0.56,yellow,0.5779,red,0.0426,green,0.1701,red,0.0925,red,0.9203,green,0.8947,green,0.4629,red,0.1185,orange,0.0242,orange,0.6161,red,0.1861,red,0.9358,yellow,0.4638,yellow,0.2491,orange,0.5616,green,0.4988,yellow,0.511,orange,0.4374,yellow,0.1519,orange,0.1403,orange
4200507,0.1513,green,0.2464,green,0.7604,red,0.0,red,0.4075,yellow,0.2502,green,0.2083,yellow,0.0456,yellow,0.2906,orange,0.0124,orange,0.0786,yellow,0.0548,yellow,0.0721,green,0.1536,orange,0.0719,orange,0.6334,orange,0.1875,orange,0.4158,yellow,0.2177,yellow,0.4897,red,0.2798,yellow,0.0,orange,0.3457,yellow,0.1839,yellow,0.2908,orange,0.4689,yellow,0.2688,yellow,0.2207,orange,0.8342,red,0.9706,red,0.277,green,0.1148,yellow,0.3075,orange,0.5395,yellow,0.4053,orange,0.0594,yellow,0.5243,green,0.2315,yellow,0.8763,yellow,0.8089,yellow,0.9556,green,0.0281,red,0.291,green,0.606,red,0.1739,red,0.6263,red,0.5167,yellow,0.14,green,0.1587,green,0.5784,orange,0.5259,orange,0.0586,red,0.2284,yellow,0.0985,orange
4200556,0.2011,orange,0.0995,green,0.2595,green,0.0,red,0.2267,green,0.1906,green,0.4982,green,0.1136,red,0.1852,yellow,0.0186,orange,0.1014,yellow,0.0,green,0.1985,orange,0.6787,green,0.0429,red,0.4224,red,0.1229,yellow,0.1804,green,0.0799,green,0.2827,orange,0.1969,green,0.0,orange,0.2061,green,0.0789,green,0.5326,red,0.7268,green,0.3633,yellow,0.5257,green,1.0,green,0.2439,red,0.2639,yellow,0.5472,red,0.1765,green,0.676,green,0.2946,yellow,0.058,yellow,0.5372,green,0.3395,green,0.9774,green,0.8056,yellow,0.9612,green,0.2368,green,0.0834,green,0.0309,green,0.4489,yellow,0.9649,green,0.384,orange,0.2555,orange,0.3209,green,0.3781,green,0.4144,red,0.3758,yellow,0.2287,yellow,0.0463,red
4200606,0.4956,red,0.3762,orange,0.5331,red,0.0,red,0.5645,red,0.5816,green,0.1842,orange,0.0347,yellow,0.1354,green,0.0997,green,0.1184,yellow,0.1097,yellow,0.1093,yellow,0.197,orange,0.1223,orange,0.6337,orange,0.0455,green,0.249,green,0.1062,green,0.2532,yellow,0.2963,yellow,0.0,orange,0.3101,yellow,0.1473,yellow,0.2909,orange,0.6675,green,0.6511,red,0.1919,orange,1.0,green,0.0253,orange,0.1631,orange,0.2651,red,0.1418,green,0.5129,yellow,0.1252,green,0.1831,red,0.1103,red,0.1198,red,0.8022,yellow,0.6495,red,0.9689,green,0.145,yellow,0.0114,red,0.3958,orange,0.3858,orange,0.9422,yellow,0.6834,green,0.1872,yellow,0.0301,yellow,0.5631,yellow,0.3262,red,0.2318,orange,0.1714,orange,0.2609,yellow
4200705,0.1589,green,0.2794,green,0.5267,red,0.0,red,0.3457,green,0.4194,green,0.3804,green,0.0732,orange,0.2129,orange,0.0981,green,0.1866,orange,0.1395,orange,0.3024,red,0.1324,orange,0.1198,orange,0.7973,green,0.2014,orange,0.4672,orange,0.17,yellow,0.2048,yellow,0.3189,yellow,0.0,orange,0.2898,green,0.1304,green,0.0,green,0.4065,orange,0.4177,orange,0.3944,yellow,0.9436,orange,0.006,yellow,0.1179,red,0.0394,green,0.4838,red,0.4848,orange,0.3521,orange,0.0361,green,0.1753,red,0.1174,red,0.7151,orange,0.5554,red,0.8435,red,0.3062,green,0.0443,yellow,0.4416,orange,0.1784,red,0.8074,orange,0.5067,yellow,0.2964,orange,0.051,yellow,0.6946,red,0.2411,red,0.1257,red,0.096,red,0.1508,yellow
4200754,0.2348,red,0.5208,red,0.141,green,0.0,red,0.4117,yellow,0.0201,red,0.1549,orange,0.118,red,0.3279,red,0.0456,yellow,0.1936,orange,0.1844,orange,0.1209,yellow,0.6038,green,0.0322,red,0.4122,red,0.3521,red,0.5937,red,0.3796,red,0.4798,red,0.0,green,0.0,orange,0.1912,green,0.0,green,0.0,green,0.7435,green,0.5302,red,0.7014,green,1.0,green,0.0808,orange,0.4025,green,0.2031,orange,0.2488,yellow,0.8501,green,0.1649,green,0.0,green,0.1322,red,0.2787,green,0.9079,green,0.8118,yellow,1.0,green,0.0897,orange,0.0475,yellow,0.0802,green,0.5022,yellow,0.9678,green,0.5093,yellow,0.0,green,0.0251,yellow,0.4494,yellow,0.7503,yellow,0.1848,red,0.2605,green,0.047,red
4200804,0.1655,yellow,0.304,yellow,0.3588,yellow,0.0,red,0.5244,red,0.128,orange,0.3861,green,0.0883,orange,0.1442,yellow,0.025,yellow,0.1796,orange,0.1805,orange,0.279,red,0.1002,red,0.1115,orange,0.7658,green,0.1077,yellow,0.3325,green,0.2951,orange,0.3164,orange,0.3688,orange,0.0,orange,0.3808,orange,0.1873,yellow,0.0,green,0.3683,orange,0.4088,orange,0.4036,yellow,1.0,green,0.0995,orange,0.1778,orange,0.7078,red,0.2264,yellow,0.6717,green,0.331,orange,0.0253,green,0.1991,red,0.2264,yellow,0.8401,yellow,0.8856,green,0.9223,yellow,0.0443,red,0.0125,red,0.2428,yellow,0.474,yellow,0.9848,green,0.5143,yellow,0.3027,red,0.0442,yellow,0.5609,yellow,0.5666,orange,0.257,orange,0.1158,red,0.3341,green
4200903,0.1762,yellow,0.6435,red,0.2442,green,0.0,red,0.3605,yellow,0.044,red,0.1754,orange,0.0647,orange,0.1432,yellow,0.1769,green,0.0,green,0.0,green,0.0437,green,0.1045,red,0.0632,red,0.6171,orange,0.4232,red,0.3735,yellow,0.6189,red,0.4226,red,0.2887,yellow,0.3729,red,0.3021,yellow,0.0556,green,0.0,green,0.22,red,0.9705,red,0.2082,orange,1.0,green,0.0124,yellow,0.3469,green,0.0,green,0.4095,orange,0.7767,green,0.2186,green,0.1032,orange,0.5656,green,0.211,yellow,0.7566,orange,0.6081,red,0.8218,red,0.0225,red,0.002,red,0.5355,orange,0.2863,red,0.9662,green,0.4886,yellow,0.3169,red,0.0394,yellow,0.592,orange,0.0693,red,0.1687,red,0.1269,orange,0.2341,yellow
4201000,0.2007,orange,0.4288,red,0.3275,yellow,0.074,red,0.2993,green,0.1591,yellow,0.2203,yellow,0.0841,orange,0.2724,orange,0.074,green,0.1975,orange,0.0465,yellow,0.1864,orange,0.14,orange,0.0747,orange,0.9326,green,0.1639,orange,0.526,red,0.369,red,0.2374,yellow,0.5093,red,0.22,red,0.533,red,0.3717,red,0.1636,yellow,0.4185,yellow,0.9885,red,0.167,red,1.0,green,0.0018,green,0.0525,red,0.0,green,0.2775,yellow,0.6102,yellow,0.6027,red,0.0414,green,0.3392,orange,0.0788,red,0.9819,green,0.9047,green,0.8364,red,0.9303,green,0.0394,orange,0.2151,green,0.394,orange,0.9497,yellow,0.6503,green,0.2792,orange,0.3266,green,0.5631,yellow,0.7042,yellow,0.205,red,0.1068,red,0.1699,yellow
4201109,0.2063,orange,0.2927,green,0.5384,red,0.0,red,0.3156,green,0.0268,red,0.2167,yellow,0.0738,orange,0.112,green,0.3147,green,0.0777,yellow,0.0,green,0.0721,green,0.2442,yellow,0.0466,red,0.9777,green,0.0935,green,0.0146,green,0.1876,yellow,0.2114,yellow,0.101,green,0.0,orange,0.2013,green,0.0,green,0.0,green,0.1515,red,0.3326,yellow,0.2842,yellow,1.0,green,0.014,yellow,0.1576,orange,0.0185,green,0.1623,green,0.6334,green,0.2465,yellow,0.0927,yellow,0.3636,orange,0.4677,green,0.8957,green,0.6924,red,0.9482,green,0.1891,yellow,0.0232,orange,0.8726,red,0.2525,red,0.8915,yellow,0.428,orange,0.2816,orange,0.2948,green,0.2232,green,0.3567,red,0.1622,red,0.1625,orange,0.1643,yellow
4201208,0.1595,green,0.366,orange,0.5258,red,0.0,red,0.5213,red,0.0488,red,0.1592,orange,0.0418,yellow,0.1407,yellow,0.0467,yellow,0.113,yellow,0.0748,yellow,0.1048,yellow,0.2636,yellow,0.1758,yellow,0.7002,yellow,0.2118,orange,0.3627,yellow,0.0755,green,0.1039,green,0.2901,yellow,0.0,orange,0.2763,green,0.1349,green,0.0536,yellow,0.5012,yellow,0.2072,green,0.2975,yellow,1.0,green,0.043,orange,0.0909,red,0.0597,green,0.1253,green,0.7573,green,0.1013,green,0.0946,yellow,0.8926,green,0.1728,orange,0.8426,yellow,0.8597,yellow,0.9223,yellow,0.4445,green,0.3569,green,0.1296,green,0.5054,yellow,0.9622,green,0.4511,yellow,0.0695,green,0.0129,orange,0.3898,green,0.651,orange,0.4702,yellow,0.1665,orange,0.1259,orange
4201257,0.1548,green,0.2459,green,0.1904,green,0.0388,red,0.4519,orange,0.4856,green,0.1283,red,0.0263,yellow,0.215,orange,0.0902,green,0.2901,red,0.134,orange,0.3112,red,0.121,red,0.103,orange,0.7875,green,0.1077,yellow,0.3743,yellow,0.2244,yellow,0.3325,orange,0.3882,orange,0.0,orange,0.4375,orange,0.2393,orange,0.1818,yellow,0.293,red,0.3114,yellow,0.2491,orange,0.9932,orange,0.222,red,0.2951,green,0.0894,yellow,0.2054,green,0.2656,red,0.3706,orange,0.0946,yellow,0.2458,red,0.0594,red,0.7236,orange,0.5725,red,0.9482,green,0.0832,red,0.018,red,0.2847,yellow,0.4994,yellow,0.7633,orange,0.4114,orange,0.1389,green,0.0133,orange,0.8074,red,0.7205,yellow,0.4808,yellow,0.0003,red,0.046,red
4201273,0.1887,yellow,0.4166,orange,0.9528,red,0.0,red,0.3822,yellow,0.0751,red,0.2779,green,0.094,red,0.2276,orange,0.0341,yellow,0.1612,orange,0.2511,red,0.2196,orange,0.3039,yellow,0.0793,orange,0.2191,red,0.2487,orange,0.5069,orange,0.0479,green,0.4891,red,0.262,green,0.0,orange,0.2573,green,0.1366,green,0.1472,yellow,0.1716,red,0.2901,yellow,0.4946,green,1.0,green,0.04,orange,0.2283,yellow,0.0621,green,0.2941,yellow,0.8624,green,0.2134,green,0.035,green,0.8347,green,0.4063,green,0.8259,yellow,0.7745,orange,0.9482,green,0.1652,yellow,0.0194,red,0.2138,green,0.4851,yellow,0.9822,green,0.5294,yellow,0.2766,orange,0.0143,orange,0.404,green,0.2834,red,0.2277,orange,0.1533,orange,0.273,yellow
4201307,0.2655,red,0.2903,green,0.2301,green,0.0,red,0.5206,red,0.2933,green,0.1751,orange,0.0371,yellow,0.1058,green,0.0125,orange,0.3335,red,0.4593,red,0.4403,red,0.1504,orange,0.291,green,0.7863,green,0.0685,green,0.3585,green,0.2107,yellow,0.1395,green,0.2184,green,0.034,orange,0.2495,green,0.1027,green,0.5241,red,0.2152,red,0.008,green,0.1457,red,0.8112,red,0.5936,red,0.0272,red,0.0549,green,0.4045,orange,0.025,red,0.403,orange,0.3194,red,0.2891,orange,0.055,red,0.7636,orange,0.7242,orange,0.871,red,0.1073,orange,0.0639,yellow,0.6271,red,0.3262,orange,0.6094,red,0.432,yellow,0.2107,yellow,0.015,orange,0.6552,orange,0.7501,yellow,0.7805,green,0.0012,red,0.4777,green
4201406,0.1946,orange,0.3243,yellow,0.3156,yellow,0.0028,red,0.4554,orange,0.1227,orange,0.1704,orange,0.0093,green,0.0555,green,0.0011,red,0.2341,red,0.2149,red,0.2887,red,0.0368,red,0.3586,green,0.7361,yellow,0.0905,green,0.4014,yellow,0.1879,yellow,0.2704,yellow,0.381,orange,0.0952,red,0.4134,orange,0.2137,orange,0.4287,red,0.4315,yellow,0.3837,orange,0.041,red,0.5336,red,0.0039,green,0.1131,red,0.1709,orange,0.4099,orange,0.4177,orange,0.3013,yellow,0.2691,red,0.3182,orange,0.1935,orange,0.8149,yellow,0.9612,green,0.7455,red,0.0729,red,0.0254,orange,0.4438,orange,0.4383,yellow,0.4628,red,0.5151,yellow,0.215,yellow,0.014,orange,0.2151,green,0.674,orange,0.36,yellow,0.1445,orange,0.3482,green
4201505,0.2031,orange,0.5418,red,0.4109,orange,0.0,red,0.3504,yellow,0.1134,orange,0.1678,orange,0.0482,yellow,0.1315,green,0.0189,orange,0.1085,yellow,0.0,green,0.109,yellow,0.1278,red,0.0919,orange,0.658,yellow,0.4669,red,0.5181,orange,0.2979,orange,0.3295,orange,0.1371,green,0.0,orange,0.179,green,0.0817,green,0.1473,yellow,0.5124,green,0.2209,green,0.1425,red,0.7911,red,0.0021,green,0.139,orange,0.0452,green,0.3112,orange,0.6592,green,0.3286,orange,0.1381,orange,0.6457,green,0.2645,yellow,0.5365,red,0.6125,red,0.9294,yellow,0.2706,green,0.0112,red,0.416,orange,0.6216,green,0.6105,red,0.2932,red,0.3109,red,0.1021,green,0.3845,green,0.3975,red,0.4787,yellow,0.1597,orange,0.0898,orange
4201604,0.1296,green,0.4287,red,0.8249,red,0.0,red,0.5313,red,0.0716,red,0.2972,green,0.07,orange,0.1627,yellow,0.0291,yellow,0.0699,yellow,0.1005,yellow,0.0659,green,0.2891,yellow,0.0648,red,0.3166,red,0.1276,yellow,0.5302,red,0.3015,orange,0.5879,red,0.392,orange,0.0,orange,0.6086,red,0.1482,yellow,0.0,green,0.6513,green,0.2901,yellow,0.4394,green,0.9654,orange,0.0152,yellow,0.1433,orange,0.1305,orange,0.0772,green,0.6042,yellow,0.3048,yellow,0.1253,orange,0.6914,green,0.1122,red,0.7051,orange,0.6857,red,0.9482,green,0.4627,green,0.1025,green,0.3186,yellow,0.6748,green,0.9712,green,0.3322,red,0.0817,green,0.5104,green,0.4766,yellow,0.7737,yellow,0.3403,orange,0.1912,yellow,0.1026,orange
4201653,0.1987,orange,0.3079,yellow,0.3756,yellow,0.0,red,0.447,orange,0.1633,yellow,0.5181,green,0.1214,red,0.3201,red,0.0339,yellow,0.2924,red,0.1603,orange,0.3125,red,0.7545,green,0.0406,red,0.506,red,0.3335,red,0.2436,green,0.5937,red,0.394,red,0.2517,green,0.0,orange,0.1339,green,0.0,green,0.2787,orange,0.4154,yellow,0.2539,yellow,0.6852,green,1.0,green,0.0843,orange,0.2549,yellow,0.1991,orange,0.4745,red,0.566,yellow,0.2644,yellow,0.0336,green,0.2652,red,0.3324,green,0.9097,green,0.8744,green,0.9223,yellow,0.1526,yellow,0.0051,red,0.1331,green,0.4024,orange,0.9816,green,0.7336,green,0.1422,green,0.0312,yellow,0.1726,green,0.3805,red,0.3731,yellow,0.2275,yellow,0.0429,red
4201703,0.2101,orange,0.2253,green,0.4198,orange,0.0,red,0.4667,orange,0.1592,yellow,0.1287,red,0.0207,green,0.3105,red,0.0254,yellow,0.0671,green,0.0887,yellow,0.0876,green,0.1971,orange,0.2036,yellow,0.6742,yellow,0.1059,yellow,0.4214,yellow,0.1871,yellow,0.1729,green,0.1433,green,0.0,orange,0.2682,green,0.1182,green,0.704,red,0.4622,yellow,0.3518,yellow,0.1384,red,0.8646,orange,0.2136,red,0.1549,orange,0.075,yellow,0.246,yellow,0.4642,orange,0.3663,orange,0.1669,red,0.5734,green,0.1559,orange,0.865,yellow,0.6986,orange,0.9223,yellow,0.4591,green,0.2285,green,0.4244,orange,0.7239,green,0.8202,orange,0.349,orange,0.258,orange,0.0122,orange,0.2687,green,0.873,green,0.5294,green,0.3152,green,0.2415,yellow
4201802,0.1589,green,0.3437,yellow,0.3872,yellow,0.0,red,0.2469,green,0.0,red,0.1384,orange,0.0487,yellow,0.4352,red,0.0197,orange,0.077,yellow,0.1107,yellow,0.1452,yellow,0.1511,orange,0.0668,orange,0.4969,red,0.1294,yellow,0.3368,green,0.1102,green,0.6418,red,0.4259,orange,0.4583,red,0.5514,red,0.254,orange,0.5874,red,0.3014,orange,0.6415,red,0.4073,yellow,1.0,green,0.0191,yellow,0.1649,orange,0.0819,yellow,0.4837,red,0.5079,orange,0.2958,yellow,0.0,green,0.5366,green,0.2035,yellow,0.573,red,0.5281,red,0.9068,orange,0.1671,yellow,0.0135,red,0.223,green,0.7365,green,0.9812,green,0.4304,orange,0.1794,yellow,0.0255,yellow,0.5411,yellow,0.3728,red,0.228,orange,0.1099,red,0.0483,red
4201901,0.2055,orange,0.4819,red,0.6637,red,0.0,red,0.4878,red,0.166,yellow,0.1497,orange,0.0876,orange,1.0,red,0.0345,yellow,0.0375,green,0.0,green,0.0691,green,0.1899,orange,0.1075,orange,0.4915,red,0.2052,orange,0.2369,green,0.5625,red,0.0722,green,0.2149,green,0.0,orange,0.2249,green,0.1389,yellow,0.0,green,0.517,green,0.3266,yellow,0.1835,orange,1.0,green,0.01,yellow,0.0574,red,0.0524,green,0.2225,yellow,0.5248,yellow,0.1485,green,0.0242,green,0.0347,red,0.1309,orange,0.8988,green,0.7192,orange,0.4675,red,0.064,red,0.0363,orange,0.1252,green,0.5932,green,0.9858,green,0.4082,orange,0.1045,green,0.0122,orange,0.8827,red,0.1501,red,0.4058,yellow,0.0,red,0.0751,red
4201950,0.1569,green,0.2846,green,0.2949,green,0.0,red,0.4842,red,0.0315,red,0.3261,green,0.0025,green,0.3593,red,0.0051,red,0.7167,red,0.5728,red,0.6873,red,0.1885,orange,0.3754,green,0.7904,green,0.4964,red,0.3893,yellow,0.5464,red,0.3407,orange,0.3876,orange,0.1358,red,0.31,yellow,0.1756,yellow,0.4545,red,0.3009,orange,0.8387,red,0.0692,red,0.9295,orange,0.0069,yellow,0.1538,orange,0.3194,red,0.5401,red,0.445,orange,0.4013,orange,0.4899,red,0.6694,green,0.1269,orange,0.9618,green,0.9938,green,0.8946,red,0.4706,green,0.0517,yellow,0.7223,red,0.355,orange,0.7225,orange,0.5054,yellow,0.3484,red,0.0183,orange,0.3882,green,0.9758,green,0.059,red,0.7152,green,0.1272,orange
4202008,0.2379,red,0.3089,yellow,0.535,red,0.0237,red,0.4582,orange,0.1076,orange,0.3745,green,0.0022,green,0.0302,green,0.0001,red,0.1939,orange,0.1548,orange,0.2097,orange,0.3021,yellow,0.6818,green,0.5437,orange,0.0781,green,0.382,yellow,0.1623,yellow,0.2037,yellow,0.2677,green,0.0812,orange,0.2784,green,0.1408,yellow,0.6244,red,0.1682,red,0.065,green,0.5032,green,0.2638,red,0.3445,red,0.0,red,0.2594,red,0.253,yellow,0.5202,yellow,0.1974,green,0.3624,red,0.523,yellow,0.2082,yellow,0.886,yellow,0.9268,green,0.903,orange,0.1676,yellow,0.0786,yellow,0.4844,orange,0.5193,yellow,0.1501,red,0.6109,green,0.1906,yellow,0.0053,red,0.0466,green,0.9807,green,0.6129,green,0.3155,green,0.3141,green
4202057,0.2996,red,0.4606,red,0.0463,green,0.0,red,0.6676,red,0.0966,orange,0.2791,green,0.0046,green,0.0,green,0.0153,orange,0.5176,red,0.3425,red,0.4477,red,0.1932,orange,0.3098,green,0.7335,yellow,0.3348,red,0.4851,orange,0.4357,red,0.2371,yellow,0.4127,orange,0.1606,red,0.3842,orange,0.2416,orange,0.5082,red,0.3841,orange,0.8157,red,0.2223,orange,0.9887,orange,0.7417,red,0.1558,orange,0.1133,yellow,0.4834,red,0.4685,orange,0.4669,red,0.2281,red,0.257,red,0.1018,red,0.9002,green,0.6833,red,0.9482,green,0.3822,green,0.0654,yellow,0.6073,red,0.2369,red,0.97,green,0.5631,green,0.3219,red,0.0207,orange,0.4117,green,0.9518,green,0.0802,red,0.0167,red,0.0872,orange
4202073,0.1718,yellow,0.2836,green,0.5148,red,0.0,red,0.4828,orange,0.0684,red,0.3586,green,0.0106,green,0.1276,green,0.0066,red,0.2607,red,0.2532,red,0.2451,orange,0.2958,yellow,0.3979,green,0.6232,orange,0.5279,red,0.4208,yellow,0.5202,red,0.3047,orange,0.2765,yellow,0.1078,red,0.2652,green,0.1558,yellow,0.273,orange,0.3396,orange,0.7623,red,0.1598,red,0.8666,orange,0.0059,yellow,0.327,green,0.3839,red,0.4164,orange,0.494,orange,0.3673,orange,0.2899,red,0.5706,green,0.1255,orange,0.7124,orange,0.84,yellow,0.9068,orange,0.261,green,0.3852,green,0.7184,red,0.4745,yellow,0.8922,yellow,0.6825,green,0.085,green,0.0204,orange,0.3849,green,0.6386,orange,0.0973,red,0.7322,green,0.0714,red
